"Institution","Transfer Subject","Transfer Course #","Transfer Course Title","Term","Marist Subject","Marist Course #","Marist Course Title","Status","Group"
"DUTCHESS COMMUNITY COLLEGE","ENG","111","COLLEG WRITNG I","197520","ENG","116L","COLLEG WRITNG I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","131","GENERAL ELECTIVE","199520","ELEC","800L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","201","ENGLISH LIT I","197520","ENG","212L","ENGLISH LIT I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","202","ENGLISH LIT II","197520","ENG","213L","ENGLISH LIT II","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","203","AMERICAN LIT I","197520","ENG","210L","AMERICAN LIT I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","204","AMERICAN LIT II","197520","ENG","211L","AMERICAN LIT II","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","205","ENGLISH LIT COURSE","199440","ENG","910L","ENGLISH LIT COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","206","ENGLISH LIT COURSE","197520","ENG","911L","ENG COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","207","RISE DEL ENG DRAM","197520","ENG","320L","RISE DEL ENG DRAM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","208","MODERN DRAMA","197520","ENG","363L","MODERN DRAMA","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","209","WORKSHOP FICTION","197520","ENG","382L","WORKSHOP FICTION","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","210","POETRY WORKSH","197520","ENG","311L","POETRY WORKSH","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","211","COMM ELECTIVE","199020","COM","801L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","212","Greek/Roman Lit Translation","201140","ENG","270L","CLASSICS WEST LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","213","ENG COURSE/LIT","199520","ENG","912L","ENGLISH COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","214","CONT ENG-AM POET","197520","ENG","342L","CONT ENG-AM POET","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","215","CONT ENG-AM POET","197520","ENG","342L","CONT ENG-AM POET","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","216","AM SHORT FIC","197520","ENG","240L","AM SHORT FIC","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","217","TECH-PROF WRITE","197520","ENG","312L","TECH-PROF WRITE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","218","ADVANCED WRITING","197520","ENG","218L","ADVANCED WRITING","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","218L","ENGLISH ELECTIVE","197520","ENG","801L","ENGLISH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","221","ENGLISH LIT COURSE","199440","ENG","910L","ENGLISH LIT COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","223","ENGLISH LIT COURSE","197520","ENG","911L","ENG COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","224","ENG COURSE/LIT","199920","ENG","353L","ETHNIC AMER LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","224L","ETHNIC AMER LIT","199920","ENG","353L","ETHNIC AMER LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","225","LITERATURE COURSE","199020","ENG","913L","ENG COURSE LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","226","COMM ELECTIVE","199020","COM","802L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","227","FILM & LITERATURE","199130","ENG","339L","FILM & LITERATURE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","228","ENGLISH COURSE/LIT","199520","ENG","912L","ENGLISH COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","229","ENGLISH COURSE/LIT","199520","ENG","912L","ENGLISH COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","230","SHAKESPEARE","201140","ENG","221L","THEMES SHAKESPEARE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","230","SHAKESPEARE","201140","ENG","325L","SHAKESPEARE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","231","ENG COURSE/LIT","197520","ENG","911L","ENG COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","233","ENG COURSE/LIT","197520","ENG","911L","ENG COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","263","ENGLISH COURSE/LIT","199520","ENG","912L","ENGLISH COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","264","ENGLISH LIT COURSE","199440","ENG","910L","ENGLISH LIT COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","266","COMM ELECTIVE","199020","COM","801L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","267","ENG COURSE/LIT","197520","ENG","911L","ENG COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","268","ENG COURSE/LIT","197520","ENG","911L","ENG COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","269","ENGLISH LIT COURSE","199440","ENG","910L","ENGLISH LIT COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","273","ENGLISH COURSE/LIT","199520","ENG","912L","ENGLISH COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","280","ENG COURSE LIT","197520","ENG","911L","ENG COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","309","WORKSHOP FICTION","197520","ENG","382L","WORKSHOP FICTION","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","902L","ENG COURSE/WRIT","199020","ENG","902L","ENG COURSE/WRIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","906","ENG COURSE/LIT","197520","ENG","911L","ENG COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","911","COMM COURSE","199020","COM","901L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","911L","COMM COURSE","199020","COM","901L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","100","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","101","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","101","GENERAL ELECTIVE","199020","ELEC","804L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","101","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","101","GENERAL ELECTIVE","199020","ELEC","804L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","102","GENERAL ELECTIVE","199020","ELEC","802N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","103","GENERAL ELECTIVE","199020","ELEC","803N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","106","GENERAL ELECTIVE","199020","ELEC","803L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","201","GENERAL ELECTIVE","199020","ELEC","804N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","202","GENERAL ELECTIVE","199020","ELEC","804N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","209","GENERAL ELECTIVE","199020","ELEC","805N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","215","NON-TRANSFERABLE COURSE","200120","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENR","903","GENERAL ELECTIVE","199020","ELEC","803L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","101","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","102","ELECTIVE COURSE","197520","ELEC","807N","ELECTIVE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","103","GENERAL ELECTIVE","199020","ELEC","802N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","104","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","105","GENERAL ELECTIVE","199020","ELEC","802N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","1051","FINANCIAL ACCTNG","197520","ACCT","203N","FINANCIAL ACCTNG","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","106","NON-TRANSFERABLE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","108","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","110","GENERAL ELECTIVE","197520","ELEC","800N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","131","GENERAL ELECTIVE","197520","ELEC","800N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","202","GENERAL ELECTIVE","197520","ELEC","810N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","210","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENT","907","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ESW","100","HEALTH ELECTIVE","201420","HLTH","801L","HEALTH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ESW","101","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ESW","201","HEALTH PROFESSION COURSE","197520","HLTH","902L","HEALTH PROFESSIONS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ESW","202","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ESW","203","Personal Training Certificatio","201440","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","FASH","800N","FASHION ELECTIVE","199020","FASH","805N","FASHION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","FASH","804","FASHION ELECTIVE","199020","FASH","804N","FASHION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","FIN","2011","FINANCIAL MGMT","197520","BUS","320N","FINANCIAL MGMT","AC",""
"DUTCHESS COMMUNITY COLLEGE","FIN","203","FINANCIAL MGMT","197520","BUS","320N","FINANCIAL MGMT","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","101","ELEM FREN I","197520","FREN","101L","ELEM FREN I","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","102","ELEM FREN II","197520","FREN","102L","ELEM FREN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","201","INTERM FREN I","197520","FREN","105L","INTERM FREN I","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","202","INTERM FREN II","197520","FREN","106L","INTERM FREN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","204","LANG & CULT I","197520","FREN","201L","LANG & CULT I","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","205","LANG & CULT II","197520","FREN","202L","LANG & CULT II","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","208","FRENCH ELECTIVE","197520","FREN","801L","FRENCH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","271","FRENCH ELECTIVE","197520","FREN","801L","FRENCH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","273","FREN LITERATURE","199440","FREN","911L","FRENCH LIT COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","301","ADV READ-CONV I","197520","FREN","312L","ADV READ-CONV I","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","302","ADV READ-CONV II","197520","FREN","313L","ADV READ-CONV II","AC",""
"DUTCHESS COMMUNITY COLLEGE","FRE","903","FRENCH COURSE","197520","FREN","901L","FRENCH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GEO","10","SCIENCE COURSE","197520","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GEO","101","GEOGRAPHY COURSE","199520","GEO","900L","GEOGRAPHY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GEO","102","GEOGRAPHY COURSE","197520","GEO","901L","GEOGRAPHY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GER","101","ELEM GERMAN I","197520","GERM","101L","ELEM GERMAN I","AC",""
"DUTCHESS COMMUNITY COLLEGE","GER","102","ELEM GERMAN II","197520","GERM","102L","ELEM GERMAN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","GER","201","INTERM GERMAN I","197520","GERM","105L","INTERM GERMAN I","AC",""
"DUTCHESS COMMUNITY COLLEGE","GER","202","INTERM GERMAN II","197520","GERM","106L","INTERM GERMAN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","GER","301","GERM LANG/CULT I","197520","GERM","201L","GERM LANG/CULT I","AC",""
"DUTCHESS COMMUNITY COLLEGE","GERM","111","H","199440","GERM","931L","GERM CULTURE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GERM","N201","INTERM GERMAN I","197520","GERM","105L","INTERM GERMAN I","AC",""
"DUTCHESS COMMUNITY COLLEGE","GIS","901","GEOGRAPHY COURSE","197520","GEO","901L","GEOGRAPHY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GLG","110","ENVIR. SCI ELECTIVE","199440","ENSC","800L","ENVIR. SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GLG","121","SCIENCE COURSE","197520","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GLG","124","ENV SCI COURSE","197520","ENSC","901L","ENV SCI COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GLG","126","Environmental Geology","201240","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GLG","901","SCIENCE COURSE","197520","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOB","263","POLITICAL SCIENCE COURSE","197520","POSC","901L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOB","2632","POLITICAL SCIENCE COURSE","197520","POSC","901L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","121","AMER NATL GOVT","197520","POSC","110L","AMER NATL GOVT","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","122","AM STATE/URBAN PO","197520","POSC","211L","AM STATE/URBAN PO","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","151","INTRO TO LAW","197520","PRLG","101L","INTRO TO LAW","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","201","POLIT THOUGHT III","197520","POSC","243L","POLIT THOUGHT III","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","211","POLITICAL SCI COURSE","199440","POSC","900L","POLITICAL SCI COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","213","POLITICAL SCI COURSE","199440","POSC","900L","POLITICAL SCI COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","219","INTERNAT POLITICS","197520","POSC","273L","INTERNAT POLITICS","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","220","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","221","COMP POL EST EURO","197520","POSC","252L","COMP POL EST EURO","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","222","State & Local Government","201420","POSC","901L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","223","POLITICAL SCIENCE COURSE","197520","POSC","901L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","263","POLITICAL SCIENCE COURSE","197520","POSC","901L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","264","Natl Mod UN II","201220","POSC","902L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","273","POLITICAL SCIENCE COURSE","199020","POSC","902L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","805","POLITICAL SCIENCE COURSE","197520","POSC","901L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","807","POL SCIENCE ELECTIVE","197520","POSC","801L","POL SCIENCE ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOV","910","POLITICAL SCIENCE COURSE","197520","POSC","901L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","GOVT","121","AMER NATL GOVT","197520","POSC","110L","AMER NATL GOVT","AC",""
"DUTCHESS COMMUNITY COLLEGE","GSS","100","General Studies Seminar","201420","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HE","101","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","120","PHYS ED ELECTIVE","197520","PHED","801L","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","121","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","122","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","123","PHYS ED ELECTIVE","197520","PHED","801L","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","123L","CONTEMP HEALTH","197520","PHED","101L","PHYSIO OF HEALTH","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","124","PHYS ED ELECTIVE","197520","PHED","801L","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","125","PHYS ED ELECTIVE","199020","PHED","802L","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","131","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","133","PHYS ED ELECTIVE","197520","PHED","801L","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","134","FIRST AID/CPR","200040","HLTH","202N","FIRST AID/CPR","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","135","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","201","PHYS ED ELECTIVE","199020","PHED","802L","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","203","Health and Aging","201520","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","224","PSYCHOLOGY COURSE","199020","PSYC","905L","PSYCHOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HED","801","PHYS ED ELECTIVE","197520","PHED","801L","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HGE","101","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HGE","105","ECONOMICS COURSE","197520","ECON","901L","ECONOMICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HGH","101","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","2","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","4","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","101","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","102","THEMES IN MOD HIST","200340","HIST","101L","THEMES IN MOD HIST","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","102L","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","103","AMER HIST I","199120","HIST","226L","AMER HIST I","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","104","AMER HIST II","199120","HIST","227L","AMER HIST II","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","106","HISTORY COURSE","199440","HIST","900L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","107","HISTORY COURSE","199020","HIST","902L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","108","THEMES IN MOD HIST","200340","HIST","101L","THEMES IN MOD HIST","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","114","AMER HIST II","199120","HIST","227L","AMER HIST II","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","121","AMER NATNL GOVT","197520","POSC","110L","AMER NATL GOVT","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","181","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","182","HISTORY COURSE","199020","HIST","904L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","202","HISTORY COURSE","199440","HIST","900L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","206","HIST LATIN AM II","197520","HIST","274L","HIST LATIN AM II","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","207","RUSSIA TO 1850","197520","HIST","260L","RUSSIA TO 1850","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","209","BLACK AMER EXP","199120","HIST","234L","BLACK AMER EXP","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","210","HISTORY COURSE","199440","HIST","900L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","214","AMERICAN FEMINISM","199120","HIST","230L","AMERICAN FEMINISM","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","215","HISTORY COURSE","199020","HIST","902L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","216","HISTORY COURSE","199020","HIST","902L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","217","TRADITIONAL CHINA","197520","HIST","270L","TRADITIONAL CHINA","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","220","HISTORY COURSE","197520","HIST","907L","HIST COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","221","Medieval Europe 600-1500","201240","HIST","248L","MEDIEVAL EUROPE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","225","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","273","AMER HIST II","199120","HIST","227L","AMER HIST II","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","905","HISTORY COURSE","199020","HIST","905L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","906","HISTORY COURSE","199440","HIST","900L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","908","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","910","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIS","914","MODERN CHINA","200340","HIST","271L","MODERN CHINA","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIST","104","AMER HIST II","199120","HIST","227L","AMER HIST II","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIST","107","HISTORY COURSE","199020","HIST","902L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HIST","108","THEMES IN MOD HIST","200340","HIST","101L","THEMES IN MOD HIST","AC",""
"DUTCHESS COMMUNITY COLLEGE","HLTH","202N","FIRST AID/CPR","200040","HLTH","202N","FIRST AID/CPR","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","100","GENERAL ELECTIVE","201240","SOC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","100","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","100","GENERAL ELECTIVE","201240","SOC","801L","GENERAL ELECTIVE","IN",""
"DUTCHESS COMMUNITY COLLEGE","HMS","100","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","IN",""
"DUTCHESS COMMUNITY COLLEGE","HMS","102","PSYCHOLOGY COURSE","197520","PSYC","901L","PSYCHOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","111","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","112","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","121","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","122","PSYCHOLOGY COURSE","197520","PSYC","901L","PSYCHOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","134","PSYC COURSE","199520","PSYC","902L","PSYC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","141","INTRO CRIM JUST","197520","CRJU","101L","INTRO CRIM JUST","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","242","DRUG/ALCOHOL ABUS","197520","CRJU","242L","DRUG/ALCOHOL ABUS","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","262","JUVENILE DELINQ","197520","CRJU","223L","JUVENILE DELINQ","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","263","CRIM PROCEDR II","197520","CRJU","304L","CRIM PROCEDR II","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","264","CRIM PROCEDURE I","197520","CRJU","303L","CRIM PROCEDURE I","AC",""
"DUTCHESS COMMUNITY COLLEGE","HMS","266","CRIM JUST COURSE","199020","CRJU","902L","CRIM JUST COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HTM","110","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HTM","201","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HTM","202","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
